"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"1","USGS","15518900",2010-10-01,11.2,"A"
"2","USGS","15518900",2010-10-02,12.1,"A"
"3","USGS","15518900",2010-10-03,13.5,"A"
"4","USGS","15518900",2010-10-04,12.4,"A"
"5","USGS","15518900",2010-10-05,12,"A"
"6","USGS","15518900",2010-10-06,11.4,"A"
"7","USGS","15518900",2010-10-07,10.8,"A"
"8","USGS","15518900",2010-10-08,10.6,"A"
"9","USGS","15518900",2010-10-09,10,"A"
"10","USGS","15518900",2010-10-10,8.4,"A"
"11","USGS","15518900",2010-10-11,9.63,"A"
"12","USGS","15518900",2010-10-12,8.7,"A"
"13","USGS","15518900",2010-10-13,6.5,"A"
"14","USGS","15518900",2010-10-14,6.71,"A"
"15","USGS","15518900",2010-10-15,5,"A"
"16","USGS","15518900",2010-10-16,3.66,"A"
"17","USGS","15518900",2010-10-17,3.2,"A"
"18","USGS","15518900",2010-10-18,3.1,"A"
"19","USGS","15518900",2010-10-19,2.9,"A e"
"20","USGS","15518900",2010-10-20,2.8,"A e"
"21","USGS","15518900",2010-10-21,2.7,"A e"
"22","USGS","15518900",2010-10-22,2.6,"A e"
"23","USGS","15518900",2010-10-23,2.5,"A e"
"24","USGS","15518900",2010-10-24,2.4,"A e"
"25","USGS","15518900",2010-10-25,2.3,"A e"
"26","USGS","15518900",2010-10-26,2.2,"A e"
"27","USGS","15518900",2010-10-27,2.2,"A e"
"28","USGS","15518900",2010-10-28,2.1,"A e"
"29","USGS","15518900",2010-10-29,2.1,"A e"
"30","USGS","15518900",2010-10-30,2,"A e"
"31","USGS","15518900",2010-10-31,2,"A e"
"32","USGS","15518900",2010-11-01,1.9,"A e"
"33","USGS","15518900",2010-11-02,1.9,"A e"
"34","USGS","15518900",2010-11-03,1.8,"A e"
"35","USGS","15518900",2010-11-04,1.8,"A e"
"36","USGS","15518900",2010-11-05,1.8,"A e"
"37","USGS","15518900",2010-11-06,1.7,"A e"
"38","USGS","15518900",2010-11-07,1.7,"A e"
"39","USGS","15518900",2010-11-08,1.7,"A e"
"40","USGS","15518900",2010-11-09,1.6,"A e"
"41","USGS","15518900",2010-11-10,1.6,"A e"
"42","USGS","15518900",2010-11-11,1.6,"A e"
"43","USGS","15518900",2010-11-12,1.6,"A e"
"44","USGS","15518900",2010-11-13,1.5,"A e"
"45","USGS","15518900",2010-11-14,1.5,"A e"
"46","USGS","15518900",2010-11-15,1.5,"A e"
"47","USGS","15518900",2010-11-16,1.5,"A e"
"48","USGS","15518900",2010-11-17,1.5,"A e"
"49","USGS","15518900",2010-11-18,1.5,"A e"
"50","USGS","15518900",2010-11-19,1.4,"A e"
"51","USGS","15518900",2010-11-20,1.4,"A e"
"52","USGS","15518900",2010-11-21,1.4,"A e"
"53","USGS","15518900",2010-11-22,1.4,"A e"
"54","USGS","15518900",2010-11-23,1.4,"A e"
"55","USGS","15518900",2010-11-24,1.4,"A e"
"56","USGS","15518900",2010-11-25,1.4,"A e"
"57","USGS","15518900",2010-11-26,1.4,"A e"
"58","USGS","15518900",2010-11-27,1.3,"A e"
"59","USGS","15518900",2010-11-28,1.3,"A e"
"60","USGS","15518900",2010-11-29,1.2,"A e"
"61","USGS","15518900",2010-11-30,1.2,"A e"
"62","USGS","15518900",2010-12-01,1.1,"A e"
"63","USGS","15518900",2010-12-02,1.1,"A e"
"64","USGS","15518900",2010-12-03,1.1,"A e"
"65","USGS","15518900",2010-12-04,1,"A e"
"66","USGS","15518900",2010-12-05,1,"A e"
"67","USGS","15518900",2010-12-06,1,"A e"
"68","USGS","15518900",2010-12-07,1,"A e"
"69","USGS","15518900",2010-12-08,0.9,"A e"
"70","USGS","15518900",2010-12-09,0.9,"A e"
"71","USGS","15518900",2010-12-10,0.9,"A e"
"72","USGS","15518900",2010-12-11,0.9,"A e"
"73","USGS","15518900",2010-12-12,0.8,"A e"
"74","USGS","15518900",2010-12-13,0.8,"A e"
"75","USGS","15518900",2010-12-14,0.8,"A e"
"76","USGS","15518900",2010-12-15,0.8,"A e"
"77","USGS","15518900",2010-12-16,0.7,"A e"
"78","USGS","15518900",2010-12-17,0.7,"A e"
"79","USGS","15518900",2010-12-18,0.7,"A e"
"80","USGS","15518900",2010-12-19,0.7,"A e"
"81","USGS","15518900",2010-12-20,0.6,"A e"
"82","USGS","15518900",2010-12-21,0.6,"A e"
"83","USGS","15518900",2010-12-22,0.6,"A e"
"84","USGS","15518900",2010-12-23,0.6,"A e"
"85","USGS","15518900",2010-12-24,0.6,"A e"
"86","USGS","15518900",2010-12-25,0.5,"A e"
"87","USGS","15518900",2010-12-26,0.5,"A e"
"88","USGS","15518900",2010-12-27,0.5,"A e"
"89","USGS","15518900",2010-12-28,0.5,"A e"
"90","USGS","15518900",2010-12-29,0.5,"A e"
"91","USGS","15518900",2010-12-30,0.4,"A e"
"92","USGS","15518900",2010-12-31,0.4,"A e"
"93","USGS","15518900",2011-01-01,0.4,"A e"
"94","USGS","15518900",2011-01-02,0.4,"A e"
"95","USGS","15518900",2011-01-03,0.4,"A e"
"96","USGS","15518900",2011-01-04,0.3,"A e"
"97","USGS","15518900",2011-01-05,0.3,"A e"
"98","USGS","15518900",2011-01-06,0.3,"A e"
"99","USGS","15518900",2011-01-07,0.3,"A e"
"100","USGS","15518900",2011-01-08,0.3,"A e"
"101","USGS","15518900",2011-01-09,0.2,"A e"
"102","USGS","15518900",2011-01-10,0.2,"A e"
"103","USGS","15518900",2011-01-11,0.2,"A e"
"104","USGS","15518900",2011-01-12,0.2,"A e"
"105","USGS","15518900",2011-01-13,0.2,"A e"
"106","USGS","15518900",2011-01-14,0.1,"A e"
"107","USGS","15518900",2011-01-15,0.1,"A e"
"108","USGS","15518900",2011-01-16,0.1,"A e"
"109","USGS","15518900",2011-01-17,0.1,"A e"
"110","USGS","15518900",2011-01-18,0.1,"A e"
"111","USGS","15518900",2011-01-19,0.1,"A e"
"112","USGS","15518900",2011-01-20,0,"A e"
"113","USGS","15518900",2011-01-21,0,"A e"
"114","USGS","15518900",2011-01-22,0,"A e"
"115","USGS","15518900",2011-01-23,0,"A e"
"116","USGS","15518900",2011-01-24,0,"A e"
"117","USGS","15518900",2011-01-25,0,"A e"
"118","USGS","15518900",2011-01-26,0,"A e"
"119","USGS","15518900",2011-01-27,0,"A e"
"120","USGS","15518900",2011-01-28,0,"A e"
"121","USGS","15518900",2011-01-29,0,"A e"
"122","USGS","15518900",2011-01-30,0,"A e"
"123","USGS","15518900",2011-01-31,0,"A e"
"124","USGS","15518900",2011-02-01,0,"A e"
"125","USGS","15518900",2011-02-02,0,"A e"
"126","USGS","15518900",2011-02-03,0,"A e"
"127","USGS","15518900",2011-02-04,0,"A e"
"128","USGS","15518900",2011-02-05,0,"A e"
"129","USGS","15518900",2011-02-06,0,"A e"
"130","USGS","15518900",2011-02-07,0,"A e"
"131","USGS","15518900",2011-02-08,0,"A e"
"132","USGS","15518900",2011-02-09,0,"A e"
"133","USGS","15518900",2011-02-10,0,"A e"
"134","USGS","15518900",2011-02-11,0,"A e"
"135","USGS","15518900",2011-02-12,0,"A e"
"136","USGS","15518900",2011-02-13,0,"A e"
"137","USGS","15518900",2011-02-14,0,"A e"
"138","USGS","15518900",2011-02-15,0,"A e"
"139","USGS","15518900",2011-02-16,0,"A e"
"140","USGS","15518900",2011-02-17,0,"A e"
"141","USGS","15518900",2011-02-18,0,"A e"
"142","USGS","15518900",2011-02-19,0,"A e"
"143","USGS","15518900",2011-02-20,0,"A e"
"144","USGS","15518900",2011-02-21,0,"A e"
"145","USGS","15518900",2011-02-22,0,"A e"
"146","USGS","15518900",2011-02-23,0,"A e"
"147","USGS","15518900",2011-02-24,0,"A e"
"148","USGS","15518900",2011-02-25,0,"A e"
"149","USGS","15518900",2011-02-26,0,"A e"
"150","USGS","15518900",2011-02-27,0,"A e"
"151","USGS","15518900",2011-02-28,0,"A e"
"152","USGS","15518900",2011-03-01,0,"A e"
"153","USGS","15518900",2011-03-02,0,"A e"
"154","USGS","15518900",2011-03-03,0,"A e"
"155","USGS","15518900",2011-03-04,0,"A e"
"156","USGS","15518900",2011-03-05,0,"A e"
"157","USGS","15518900",2011-03-06,0,"A e"
"158","USGS","15518900",2011-03-07,0,"A e"
"159","USGS","15518900",2011-03-08,0,"A e"
"160","USGS","15518900",2011-03-09,0,"A e"
"161","USGS","15518900",2011-03-10,0,"A e"
"162","USGS","15518900",2011-03-11,0,"A e"
"163","USGS","15518900",2011-03-12,0,"A e"
"164","USGS","15518900",2011-03-13,0,"A e"
"165","USGS","15518900",2011-03-14,0,"A e"
"166","USGS","15518900",2011-03-15,0,"A e"
"167","USGS","15518900",2011-03-16,0,"A e"
"168","USGS","15518900",2011-03-17,0,"A e"
"169","USGS","15518900",2011-03-18,0,"A e"
"170","USGS","15518900",2011-03-19,0,"A e"
"171","USGS","15518900",2011-03-20,0,"A e"
"172","USGS","15518900",2011-03-21,0,"A e"
"173","USGS","15518900",2011-03-22,0,"A e"
"174","USGS","15518900",2011-03-23,0,"A e"
"175","USGS","15518900",2011-03-24,0,"A e"
"176","USGS","15518900",2011-03-25,0,"A e"
"177","USGS","15518900",2011-03-26,0,"A e"
"178","USGS","15518900",2011-03-27,0,"A e"
"179","USGS","15518900",2011-03-28,0,"A e"
"180","USGS","15518900",2011-03-29,0,"A e"
"181","USGS","15518900",2011-03-30,0,"A e"
"182","USGS","15518900",2011-03-31,0,"A e"
